The data of the Swiss Glacier Monitoring Network (GLAMOS) are freely available (https://www.glamos.ch) and may be used with indication of the source for scientific and non-commercial use.
When using these data, please cite as:
GLAMOS (2025). Swisswide Glacier Mass Balance, release 2025, Glacier Monitoring Switzerland, doi:10.18750/massbalance.swisswide.2025.r2025.

SWISSWIDE GLACIER MASS BALANCE

catchment,year,area,massbalance evolution,volume,volume change
Inn,1961,77.64,-0.475,4.233,-1.01
Inn,1962,77.36,-0.266,4.209,-0.57
Inn,1963,76.21,-0.964,4.123,-2.05
Inn,1964,74.55,-1.420,3.998,-3.02
Inn,1965,75.51,0.720,4.062,1.60
Inn,1966,76.34,0.608,4.117,1.34
Inn,1967,76.62,0.191,4.134,0.42
Inn,1968,77.21,0.454,4.175,1.00
Inn,1969,76.87,-0.303,4.148,-0.66
Inn,1970,76.76,-0.123,4.137,-0.27
Inn,1971,75.65,-0.947,4.053,-2.04
Inn,1972,75.27,-0.329,4.023,-0.72
Inn,1973,73.91,-1.163,3.922,-2.51
Inn,1974,74.20,0.191,3.939,0.43
Inn,1975,73.58,0.206,3.957,0.45
Inn,1976,72.96,-0.572,3.908,-1.24
Inn,1977,72.34,0.456,3.947,0.99
Inn,1978,71.72,0.718,4.007,1.53
Inn,1979,71.10,-0.500,3.965,-1.04
Inn,1980,70.48,0.462,4.004,0.97
Inn,1981,69.87,0.081,4.010,0.17
Inn,1982,69.25,-1.006,3.928,-2.04
Inn,1983,68.63,-0.736,3.869,-1.51
Inn,1984,68.01,0.440,3.904,0.91
Inn,1985,67.39,-0.118,3.895,-0.24
Inn,1986,66.77,-0.664,3.843,-1.34
Inn,1987,66.15,-0.849,3.776,-1.72
Inn,1988,65.53,-0.443,3.742,-0.91
Inn,1989,64.91,-0.637,3.694,-1.30
Inn,1990,64.29,-1.073,3.612,-2.20
Inn,1991,63.67,-1.436,3.505,-2.98
Inn,1992,63.05,-0.814,3.445,-1.72
Inn,1993,62.43,-0.576,3.402,-1.23
Inn,1994,61.81,-0.679,3.353,-1.45
Inn,1995,61.20,-0.111,3.345,-0.24
Inn,1996,60.58,-0.530,3.307,-1.13
Inn,1997,59.96,-0.762,3.253,-1.63
Inn,1998,59.34,-1.408,3.155,-3.02
Inn,1999,58.72,-0.898,3.093,-1.97
Inn,2000,58.10,-0.986,3.026,-2.18
Inn,2001,57.48,0.471,3.057,1.05
Inn,2002,56.86,-0.928,2.995,-2.03
Inn,2003,56.24,-2.626,2.822,-5.80
Inn,2004,55.62,-0.655,2.779,-1.52
Inn,2005,55.00,-1.465,2.684,-3.41
Inn,2006,54.38,-1.815,2.568,-4.33
Inn,2007,53.76,-1.256,2.488,-3.09
Inn,2008,53.15,-1.036,2.424,-2.60
Inn,2009,52.53,-0.669,2.382,-1.71
Inn,2010,51.91,-0.769,2.335,-1.97
Inn,2011,51.27,-1.789,2.227,-4.62
Inn,2012,50.62,-1.392,2.144,-3.72
Inn,2013,50.00,-0.638,2.107,-1.75
Inn,2014,49.40,0.203,2.119,0.56
Inn,2015,48.61,-1.417,2.038,-3.82
Inn,2016,47.77,-0.920,1.986,-2.54
Inn,2017,46.13,-1.805,1.888,-4.93
Inn,2018,44.29,-2.030,1.782,-5.60
Inn,2019,42.86,-1.623,1.700,-4.59
Inn,2020,41.94,-1.024,1.650,-2.97
Inn,2021,41.21,-0.810,1.611,-2.38
Inn,2022,37.98,-3.676,1.446,-10.20
Inn,2023,35.41,-3.018,1.321,-8.69
Inn,2024,34.30,-1.295,1.268,-3.96
Inn,2025,32.84,-1.749,1.201,-5.33
Linth,1915,27.23,None,1.376,None
Linth,1916,27.81,1.183,1.415,2.81
Linth,1917,27.71,-0.268,1.406,-0.62
Linth,1918,28.14,0.878,1.435,2.07
Linth,1919,28.49,0.691,1.458,1.62
Linth,1920,28.56,0.096,1.461,0.22
Linth,1921,27.55,-2.279,1.388,-5.05
Linth,1922,27.74,0.372,1.400,0.88
Linth,1923,27.91,0.318,1.410,0.75
Linth,1924,28.10,0.355,1.422,0.83
Linth,1925,28.27,0.318,1.432,0.74
Linth,1926,28.19,-0.222,1.425,-0.51
Linth,1927,28.54,0.693,1.448,1.63
Linth,1928,27.64,-2.025,1.383,-4.55
Linth,1929,27.06,-1.290,1.341,-2.97
Linth,1930,27.10,0.049,1.343,0.12
Linth,1931,27.33,0.432,1.357,1.03
Linth,1932,26.87,-1.021,1.325,-2.38
Linth,1933,27.16,0.572,1.343,1.38
Linth,1934,26.61,-1.250,1.304,-2.92
Linth,1935,26.72,0.177,1.309,0.43
Linth,1936,26.81,0.161,1.314,0.39
Linth,1937,27.01,0.379,1.326,0.92
Linth,1938,26.85,-0.382,1.314,-0.91
Linth,1939,26.88,0.030,1.315,0.07
Linth,1940,27.36,0.976,1.347,2.39
Linth,1941,27.58,0.419,1.360,1.01
Linth,1942,27.25,-0.735,1.337,-1.73
Linth,1943,26.92,-0.762,1.313,-1.81
Linth,1944,26.72,-0.464,1.298,-1.11
Linth,1945,26.88,0.317,1.308,0.77
Linth,1946,26.78,-0.243,1.300,-0.59
Linth,1947,25.59,-2.717,1.219,-6.29
Linth,1948,25.95,0.795,1.243,1.99
Linth,1949,25.33,-1.470,1.199,-3.52
Linth,1950,24.65,-1.559,1.154,-3.77
Linth,1951,24.72,0.106,1.157,0.27
Linth,1952,24.29,-0.942,1.130,-2.33
Linth,1953,24.29,0.002,1.130,0.00
Linth,1954,24.38,0.143,1.134,0.36
Linth,1955,24.74,0.811,1.158,2.08
Linth,1956,24.72,-0.063,1.156,-0.16
Linth,1957,24.90,0.370,1.167,0.94
Linth,1958,24.48,-0.974,1.139,-2.41
Linth,1959,24.09,-0.897,1.113,-2.23
Linth,1960,24.28,0.390,1.124,1.00
Linth,1961,24.31,0.056,1.126,0.14
Linth,1962,24.35,0.068,1.128,0.17
Linth,1963,24.02,-0.808,1.105,-2.03
Linth,1964,23.52,-1.149,1.073,-2.88
Linth,1965,23.92,0.830,1.097,2.18
Linth,1966,24.22,0.634,1.115,1.65
Linth,1967,24.43,0.418,1.127,1.08
Linth,1968,24.91,0.976,1.155,2.54
Linth,1969,24.94,0.022,1.156,0.06
Linth,1970,25.11,0.349,1.166,0.89
Linth,1971,24.81,-0.684,1.146,-1.71
Linth,1972,24.73,-0.214,1.140,-0.54
Linth,1973,24.33,-0.931,1.114,-2.34
Linth,1974,24.52,0.393,1.125,1.02
Linth,1975,24.33,0.710,1.145,1.81
Linth,1976,24.15,-0.289,1.137,-0.72
Linth,1977,23.97,0.600,1.154,1.49
Linth,1978,23.78,0.909,1.179,2.21
Linth,1979,23.60,-0.265,1.172,-0.62
Linth,1980,23.41,0.797,1.194,1.87
Linth,1981,23.23,0.222,1.200,0.51
Linth,1982,23.05,-0.849,1.177,-1.92
Linth,1983,22.86,-0.362,1.167,-0.83
Linth,1984,22.68,0.636,1.184,1.45
Linth,1985,22.49,-0.338,1.175,-0.76
Linth,1986,22.31,-1.152,1.145,-2.57
Linth,1987,22.13,-0.113,1.142,-0.26
Linth,1988,21.94,0.143,1.146,0.32
Linth,1989,21.76,-0.588,1.131,-1.31
Linth,1990,21.57,-1.112,1.103,-2.50
Linth,1991,21.39,-1.714,1.059,-3.91
Linth,1992,21.21,-1.231,1.029,-2.90
Linth,1993,21.02,-0.167,1.025,-0.40
Linth,1994,20.84,-0.992,1.000,-2.37
Linth,1995,20.65,0.324,1.008,0.79
Linth,1996,20.47,-0.493,0.996,-1.18
Linth,1997,20.29,-0.618,0.982,-1.48
Linth,1998,20.10,-1.200,0.953,-2.89
Linth,1999,19.92,0.125,0.956,0.31
Linth,2000,19.73,0.117,0.959,0.28
Linth,2001,19.55,0.096,0.961,0.23
Linth,2002,19.37,-1.146,0.935,-2.72
Linth,2003,19.18,-2.146,0.886,-5.18
Linth,2004,19.00,-0.076,0.885,-0.19
Linth,2005,18.81,-1.002,0.863,-2.51
Linth,2006,18.63,-1.135,0.838,-2.88
Linth,2007,18.45,-0.609,0.825,-1.58
Linth,2008,18.26,-1.105,0.801,-2.88
Linth,2009,18.08,-1.181,0.776,-3.14
Linth,2010,17.90,-0.547,0.764,-1.48
Linth,2011,17.30,-1.915,0.725,-5.10
Linth,2012,17.04,-0.823,0.709,-2.27
Linth,2013,17.00,-0.099,0.707,-0.28
Linth,2014,16.87,-0.401,0.699,-1.13
Linth,2015,16.45,-1.263,0.674,-3.50
Linth,2016,16.26,-0.578,0.663,-1.64
Linth,2017,15.85,-1.230,0.640,-3.46
Linth,2018,15.39,-1.390,0.615,-3.93
Linth,2019,15.05,-1.067,0.596,-3.07
Linth,2020,14.75,-0.928,0.580,-2.70
Linth,2021,14.63,-0.391,0.573,-1.16
Linth,2022,13.62,-3.133,0.523,-8.75
Linth,2023,12.84,-2.457,0.486,-7.09
Linth,2024,12.37,-1.536,0.464,-4.60
Linth,2025,11.78,-1.925,0.437,-5.75
Reuss,1915,102.44,None,5.832,None
Reuss,1916,104.23,1.084,5.965,2.28
Reuss,1917,103.83,-0.309,5.927,-0.63
Reuss,1918,105.08,0.750,6.020,1.56
Reuss,1919,106.19,0.657,6.102,1.36
Reuss,1920,106.38,0.070,6.111,0.14
Reuss,1921,102.92,-2.348,5.827,-4.65
Reuss,1922,103.49,0.317,5.865,0.66
Reuss,1923,103.98,0.265,5.898,0.55
Reuss,1924,104.55,0.316,5.936,0.66
Reuss,1925,105.05,0.270,5.970,0.56
Reuss,1926,104.77,-0.234,5.941,-0.48
Reuss,1927,105.86,0.643,6.021,1.35
Reuss,1928,102.79,-2.074,5.770,-4.17
Reuss,1929,100.82,-1.345,5.611,-2.76
Reuss,1930,100.87,-0.011,5.609,-0.02
Reuss,1931,101.55,0.389,5.656,0.83
Reuss,1932,99.99,-1.071,5.530,-2.23
Reuss,1933,100.88,0.516,5.591,1.11
Reuss,1934,99.05,-1.254,5.445,-2.61
Reuss,1935,99.34,0.140,5.461,0.30
Reuss,1936,99.61,0.127,5.476,0.27
Reuss,1937,100.21,0.333,5.516,0.72
Reuss,1938,99.62,-0.424,5.466,-0.90
Reuss,1939,99.66,-0.023,5.463,-0.05
Reuss,1940,101.19,0.917,5.572,2.00
Reuss,1941,101.82,0.353,5.615,0.76
Reuss,1942,100.66,-0.794,5.521,-1.67
Reuss,1943,99.51,-0.789,5.428,-1.67
Reuss,1944,98.79,-0.509,5.369,-1.09
Reuss,1945,99.14,0.187,5.391,0.41
Reuss,1946,98.74,-0.301,5.356,-0.65
Reuss,1947,94.69,-2.788,5.045,-5.80
Reuss,1948,95.83,0.697,5.124,1.56
Reuss,1949,93.72,-1.465,4.962,-3.15
Reuss,1950,91.33,-1.638,4.786,-3.55
Reuss,1951,91.53,0.074,4.794,0.17
Reuss,1952,90.02,-1.042,4.684,-2.30
Reuss,1953,89.94,-0.084,4.675,-0.19
Reuss,1954,90.13,0.088,4.685,0.20
Reuss,1955,91.26,0.701,4.760,1.61
Reuss,1956,91.10,-0.138,4.745,-0.31
Reuss,1957,91.54,0.259,4.773,0.59
Reuss,1958,90.18,-0.956,4.671,-2.13
Reuss,1959,88.86,-0.923,4.575,-2.07
Reuss,1960,89.40,0.324,4.609,0.74
Reuss,1961,89.35,-0.064,4.602,-0.15
Reuss,1962,89.33,-0.041,4.598,-0.09
Reuss,1963,88.51,-0.609,4.534,-1.38
Reuss,1964,87.06,-1.021,4.430,-2.31
Reuss,1965,88.26,0.745,4.507,1.75
Reuss,1966,89.15,0.542,4.564,1.26
Reuss,1967,89.83,0.397,4.606,0.92
Reuss,1968,91.11,0.791,4.691,1.84
Reuss,1969,91.20,0.008,4.692,0.02
Reuss,1970,91.43,0.132,4.706,0.30
Reuss,1971,90.49,-0.661,4.635,-1.50
Reuss,1972,90.41,-0.104,4.624,-0.24
Reuss,1973,89.11,-0.909,4.529,-2.06
Reuss,1974,89.63,0.304,4.561,0.71
Reuss,1975,89.03,0.590,4.623,1.36
Reuss,1976,88.43,-0.422,4.579,-0.95
Reuss,1977,87.84,0.789,4.661,1.78
Reuss,1978,87.24,0.926,4.756,2.04
Reuss,1979,86.65,-0.348,4.720,-0.75
Reuss,1980,86.05,0.779,4.799,1.67
Reuss,1981,85.45,0.217,4.821,0.45
Reuss,1982,84.86,-0.867,4.734,-1.80
Reuss,1983,84.26,-0.429,4.692,-0.90
Reuss,1984,83.67,0.515,4.742,1.08
Reuss,1985,83.07,-0.306,4.712,-0.63
Reuss,1986,82.47,-0.986,4.617,-2.03
Reuss,1987,81.88,-0.352,4.583,-0.73
Reuss,1988,81.28,-0.133,4.570,-0.28
Reuss,1989,80.69,-0.601,4.513,-1.25
Reuss,1990,80.09,-1.179,4.402,-2.46
Reuss,1991,79.49,-1.480,4.264,-3.14
Reuss,1992,78.90,-1.045,4.167,-2.28
Reuss,1993,78.30,-0.200,4.148,-0.44
Reuss,1994,77.71,-0.969,4.060,-2.13
Reuss,1995,77.11,0.250,4.082,0.56
Reuss,1996,76.51,-0.382,4.048,-0.84
Reuss,1997,75.92,-0.566,3.997,-1.25
Reuss,1998,75.32,-1.367,3.876,-3.03
Reuss,1999,74.72,-0.076,3.869,-0.17
Reuss,2000,74.13,-0.119,3.859,-0.27
Reuss,2001,73.53,0.142,3.871,0.32
Reuss,2002,72.94,-0.846,3.799,-1.87
Reuss,2003,72.34,-2.146,3.616,-4.81
Reuss,2004,71.74,-0.312,3.590,-0.73
Reuss,2005,71.15,-1.033,3.503,-2.41
Reuss,2006,70.55,-1.309,3.395,-3.10
Reuss,2007,69.96,-0.403,3.361,-0.98
Reuss,2008,69.36,-1.132,3.269,-2.75
Reuss,2009,68.76,-1.043,3.185,-2.58
Reuss,2010,68.17,-0.506,3.144,-1.27
Reuss,2011,67.05,-1.847,2.998,-4.63
Reuss,2012,66.27,-0.981,2.922,-2.55
Reuss,2013,65.77,-0.238,2.904,-0.63
Reuss,2014,65.15,-0.515,2.864,-1.36
Reuss,2015,64.22,-1.257,2.769,-3.32
Reuss,2016,63.51,-0.725,2.715,-1.95
Reuss,2017,61.56,-1.386,2.615,-3.70
Reuss,2018,59.39,-1.551,2.506,-4.14
Reuss,2019,58.24,-0.893,2.445,-2.44
Reuss,2020,57.11,-0.855,2.388,-2.35
Reuss,2021,56.55,-0.422,2.360,-1.18
Reuss,2022,52.53,-3.010,2.174,-7.88
Reuss,2023,49.41,-2.382,2.035,-6.37
Reuss,2024,47.84,-1.287,1.963,-3.56
Reuss,2025,45.58,-1.798,1.866,-4.91
Rhone,1915,790.64,None,65.576,None
Rhone,1916,799.87,0.976,66.495,1.40
Rhone,1917,798.68,-0.206,66.302,-0.29
Rhone,1918,804.00,0.543,66.815,0.77
Rhone,1919,811.53,0.778,67.558,1.11
Rhone,1920,814.13,0.224,67.772,0.32
Rhone,1921,794.72,-2.346,65.579,-3.24
Rhone,1922,798.55,0.367,65.924,0.53
Rhone,1923,801.97,0.321,66.227,0.46
Rhone,1924,806.30,0.422,66.627,0.60
Rhone,1925,809.96,0.346,66.957,0.49
Rhone,1926,810.29,-0.031,66.927,-0.04
Rhone,1927,817.22,0.709,67.609,1.02
Rhone,1928,800.57,-2.001,65.725,-2.79
Rhone,1929,789.96,-1.293,64.523,-1.83
Rhone,1930,790.69,0.020,64.542,0.03
Rhone,1931,795.55,0.483,64.994,0.70
Rhone,1932,787.43,-1.000,64.067,-1.43
Rhone,1933,792.96,0.561,64.590,0.82
Rhone,1934,784.73,-1.018,63.650,-1.46
Rhone,1935,787.52,0.252,63.884,0.37
Rhone,1936,790.33,0.254,64.120,0.37
Rhone,1937,794.56,0.414,64.506,0.60
Rhone,1938,792.22,-0.329,64.200,-0.48
Rhone,1939,793.08,0.036,64.234,0.05
Rhone,1940,802.11,0.946,65.126,1.39
Rhone,1941,805.86,0.362,65.469,0.53
Rhone,1942,799.73,-0.757,64.757,-1.09
Rhone,1943,794.70,-0.635,64.163,-0.92
Rhone,1944,791.49,-0.425,63.767,-0.62
Rhone,1945,791.60,-0.038,63.731,-0.06
Rhone,1946,789.81,-0.262,63.487,-0.38
Rhone,1947,766.70,-2.791,60.969,-3.97
Rhone,1948,772.99,0.652,61.562,0.97
Rhone,1949,761.75,-1.368,60.336,-1.99
Rhone,1950,748.26,-1.644,58.889,-2.40
Rhone,1951,750.08,0.150,59.021,0.22
Rhone,1952,741.59,-1.052,58.104,-1.55
Rhone,1953,741.34,-0.086,58.028,-0.13
Rhone,1954,742.78,0.107,58.122,0.16
Rhone,1955,749.16,0.660,58.704,1.00
Rhone,1956,748.44,-0.143,58.578,-0.21
Rhone,1957,749.47,0.062,58.633,0.09
Rhone,1958,744.53,-0.639,58.073,-0.96
Rhone,1959,740.32,-0.550,57.594,-0.82
Rhone,1960,745.00,0.465,58.001,0.71
Rhone,1961,742.40,-0.345,57.700,-0.52
Rhone,1962,741.40,-0.167,57.554,-0.25
Rhone,1963,741.49,-0.049,57.511,-0.07
Rhone,1964,737.63,-0.502,57.076,-0.76
Rhone,1965,740.57,0.244,57.288,0.37
Rhone,1966,742.29,0.117,57.390,0.18
Rhone,1967,745.59,0.269,57.627,0.41
Rhone,1968,748.77,0.212,57.814,0.32
Rhone,1969,749.65,0.016,57.828,0.02
Rhone,1970,747.53,-0.297,57.567,-0.45
Rhone,1971,743.03,-0.516,57.115,-0.78
Rhone,1972,744.22,0.057,57.166,0.09
Rhone,1973,736.32,-0.851,56.428,-1.29
Rhone,1974,739.08,0.162,56.569,0.25
Rhone,1975,735.34,-0.045,56.530,-0.07
Rhone,1976,731.60,-0.545,56.061,-0.83
Rhone,1977,727.86,1.304,57.178,1.99
Rhone,1978,724.12,1.125,58.136,1.68
Rhone,1979,720.38,-0.408,57.790,-0.59
Rhone,1980,716.64,0.867,58.521,1.26
Rhone,1981,712.90,0.431,58.883,0.62
Rhone,1982,709.15,-0.828,58.193,-1.17
Rhone,1983,705.41,-0.642,57.659,-0.92
Rhone,1984,701.67,0.068,57.716,0.10
Rhone,1985,697.93,-0.645,57.187,-0.92
Rhone,1986,694.19,-0.673,56.637,-0.96
Rhone,1987,690.45,-0.904,55.903,-1.30
Rhone,1988,686.71,-0.529,55.475,-0.76
Rhone,1989,682.97,-0.643,54.959,-0.93
Rhone,1990,679.23,-0.934,54.212,-1.36
Rhone,1991,675.49,-1.448,53.062,-2.12
Rhone,1992,671.74,-0.420,52.730,-0.63
Rhone,1993,668.00,0.160,52.855,0.24
Rhone,1994,664.26,-0.697,52.310,-1.03
Rhone,1995,660.52,0.086,52.377,0.13
Rhone,1996,656.78,-0.292,52.152,-0.43
Rhone,1997,653.04,-0.476,51.786,-0.70
Rhone,1998,649.30,-1.622,50.547,-2.39
Rhone,1999,645.56,-0.299,50.320,-0.45
Rhone,2000,641.82,-0.366,50.044,-0.55
Rhone,2001,638.08,0.192,50.188,0.29
Rhone,2002,634.33,-0.229,50.017,-0.34
Rhone,2003,630.59,-1.999,48.534,-2.96
Rhone,2004,626.85,-0.681,48.032,-1.04
Rhone,2005,623.11,-0.912,47.363,-1.39
Rhone,2006,619.37,-1.215,46.477,-1.87
Rhone,2007,615.63,-0.328,46.240,-0.51
Rhone,2008,611.89,-0.978,45.536,-1.52
Rhone,2009,608.15,-0.881,44.906,-1.38
Rhone,2010,604.37,-0.751,44.372,-1.19
Rhone,2011,600.52,-1.515,43.301,-2.41
Rhone,2012,596.72,-1.008,42.594,-1.63
Rhone,2013,592.98,-0.187,42.463,-0.31
Rhone,2014,589.22,-0.304,42.252,-0.50
Rhone,2015,585.38,-1.211,41.418,-1.97
Rhone,2016,580.60,-0.726,40.922,-1.20
Rhone,2017,571.02,-1.575,39.864,-2.59
Rhone,2018,561.94,-1.238,39.045,-2.05
Rhone,2019,554.74,-0.963,38.416,-1.61
Rhone,2020,548.66,-0.827,37.882,-1.39
Rhone,2021,544.99,-0.511,37.555,-0.86
Rhone,2022,521.35,-3.165,35.613,-5.17
Rhone,2023,505.07,-2.221,34.293,-3.71
Rhone,2024,496.21,-1.238,33.571,-2.11
Rhone,2025,485.76,-1.447,32.744,-2.46
Saane,1915,3.49,None,0.142,None
Saane,1916,3.56,1.030,0.146,3.04
Saane,1917,3.56,-0.131,0.146,-0.38
Saane,1918,3.60,0.592,0.148,1.72
Saane,1919,3.66,0.849,0.152,2.46
Saane,1920,3.68,0.300,0.153,0.85
Saane,1921,3.53,-2.300,0.144,-6.24
Saane,1922,3.56,0.435,0.145,1.27
Saane,1923,3.59,0.389,0.147,1.13
Saane,1924,3.63,0.492,0.149,1.43
Saane,1925,3.66,0.414,0.151,1.19
Saane,1926,3.66,0.047,0.151,0.13
Saane,1927,3.71,0.773,0.155,2.24
Saane,1928,3.59,-1.948,0.146,-5.32
Saane,1929,3.51,-1.233,0.141,-3.48
Saane,1930,3.51,0.083,0.142,0.24
Saane,1931,3.55,0.550,0.144,1.62
Saane,1932,3.49,-0.937,0.140,-2.68
Saane,1933,3.54,0.623,0.143,1.85
Saane,1934,3.47,-0.944,0.139,-2.71
Saane,1935,3.50,0.320,0.140,0.95
Saane,1936,3.52,0.321,0.141,0.95
Saane,1937,3.56,0.477,0.143,1.41
Saane,1938,3.54,-0.264,0.142,-0.77
Saane,1939,3.55,0.098,0.143,0.29
Saane,1940,3.62,1.001,0.147,2.98
Saane,1941,3.65,0.418,0.149,1.22
Saane,1942,3.60,-0.700,0.146,-1.99
Saane,1943,3.56,-0.570,0.143,-1.64
Saane,1944,3.54,-0.364,0.142,-1.06
Saane,1945,3.54,0.002,0.142,0.00
Saane,1946,3.53,-0.204,0.141,-0.60
Saane,1947,3.35,-2.766,0.130,-7.74
Saane,1948,3.40,0.698,0.133,2.15
Saane,1949,3.32,-1.314,0.128,-3.86
Saane,1950,3.22,-1.598,0.122,-4.73
Saane,1951,3.23,0.207,0.123,0.65
Saane,1952,3.17,-1.006,0.119,-3.06
Saane,1953,3.17,-0.031,0.119,-0.10
Saane,1954,3.18,0.164,0.119,0.52
Saane,1955,3.23,0.718,0.122,2.28
Saane,1956,3.22,-0.088,0.122,-0.27
Saane,1957,3.23,0.144,0.122,0.45
Saane,1958,3.19,-0.614,0.120,-1.89
Saane,1959,3.16,-0.546,0.118,-1.69
Saane,1960,3.19,0.498,0.120,1.59
Saane,1961,3.18,-0.257,0.119,-0.80
Saane,1962,3.17,-0.095,0.118,-0.30
Saane,1963,3.17,-0.104,0.118,-0.33
Saane,1964,3.13,-0.565,0.116,-1.76
Saane,1965,3.16,0.365,0.117,1.17
Saane,1966,3.17,0.226,0.118,0.72
Saane,1967,3.19,0.268,0.119,0.85
Saane,1968,3.21,0.311,0.120,0.99
Saane,1969,3.22,0.029,0.121,0.09
Saane,1970,3.20,-0.199,0.120,-0.62
Saane,1971,3.17,-0.526,0.118,-1.64
Saane,1972,3.17,0.024,0.118,0.08
Saane,1973,3.11,-0.933,0.114,-2.90
Saane,1974,3.13,0.195,0.115,0.63
Saane,1975,3.10,-0.021,0.115,-0.07
Saane,1976,3.07,-0.563,0.113,-1.77
Saane,1977,3.04,1.200,0.117,3.80
Saane,1978,3.02,1.079,0.121,3.26
Saane,1979,2.99,-0.367,0.120,-1.06
Saane,1980,2.96,0.899,0.123,2.61
Saane,1981,2.93,0.484,0.125,1.36
Saane,1982,2.90,-0.783,0.122,-2.14
Saane,1983,2.87,-0.607,0.120,-1.68
Saane,1984,2.85,0.098,0.120,0.27
Saane,1985,2.82,-0.600,0.118,-1.65
Saane,1986,2.79,-0.642,0.116,-1.78
Saane,1987,2.76,-0.813,0.114,-2.27
Saane,1988,2.73,-0.427,0.112,-1.21
Saane,1989,2.71,-0.611,0.110,-1.73
Saane,1990,2.68,-0.674,0.108,-1.92
Saane,1991,2.65,-1.516,0.103,-4.37
Saane,1992,2.62,-0.370,0.102,-1.10
Saane,1993,2.59,0.161,0.103,0.48
Saane,1994,2.56,-0.590,0.101,-1.73
Saane,1995,2.54,0.047,0.101,0.14
Saane,1996,2.51,-0.193,0.101,-0.56
Saane,1997,2.48,-0.393,0.099,-1.14
Saane,1998,2.45,-1.533,0.095,-4.45
Saane,1999,2.42,-0.116,0.095,-0.35
Saane,2000,2.40,-0.438,0.093,-1.30
Saane,2001,2.37,0.292,0.094,0.87
Saane,2002,2.34,-0.259,0.094,-0.76
Saane,2003,2.31,-1.989,0.088,-5.78
Saane,2004,2.28,-0.612,0.086,-1.86
Saane,2005,2.25,-0.835,0.084,-2.56
Saane,2006,2.23,-1.075,0.081,-3.34
Saane,2007,2.20,-0.266,0.081,-0.84
Saane,2008,2.17,-0.935,0.078,-2.95
Saane,2009,2.14,-0.952,0.076,-3.06
Saane,2010,2.11,-0.409,0.075,-1.34
Saane,2011,2.08,-1.682,0.071,-5.51
Saane,2012,2.06,-0.823,0.069,-2.81
Saane,2013,2.03,-0.025,0.069,-0.09
Saane,2014,2.00,-0.265,0.068,-0.91
Saane,2015,1.97,-1.665,0.064,-5.67
Saane,2016,1.94,0.215,0.065,0.76
Saane,2017,1.87,-1.696,0.061,-5.75
Saane,2018,1.79,-1.608,0.058,-5.55
Saane,2019,1.74,-1.205,0.055,-4.27
Saane,2020,1.69,-1.146,0.053,-4.12
Saane,2021,1.68,-0.222,0.052,-0.83
Saane,2022,1.52,-3.466,0.046,-11.83
Saane,2023,1.44,-1.868,0.043,-6.84
Saane,2024,1.39,-1.107,0.041,-4.21
Saane,2025,1.30,-2.078,0.038,-7.72
Tessin/Simplon,1915,29.04,None,1.147,None
Tessin/Simplon,1916,29.59,0.967,1.181,2.93
Tessin/Simplon,1917,29.47,-0.262,1.172,-0.77
Tessin/Simplon,1918,29.80,0.560,1.192,1.68
Tessin/Simplon,1919,30.21,0.717,1.217,2.14
Tessin/Simplon,1920,30.32,0.157,1.223,0.46
Tessin/Simplon,1921,29.09,-2.394,1.141,-6.70
Tessin/Simplon,1922,29.29,0.327,1.152,0.99
Tessin/Simplon,1923,29.46,0.280,1.162,0.84
Tessin/Simplon,1924,29.68,0.369,1.175,1.11
Tessin/Simplon,1925,29.86,0.301,1.185,0.90
Tessin/Simplon,1926,29.82,-0.104,1.181,-0.31
Tessin/Simplon,1927,30.20,0.667,1.205,2.01
Tessin/Simplon,1928,29.14,-2.057,1.135,-5.85
Tessin/Simplon,1929,28.46,-1.335,1.090,-3.94
Tessin/Simplon,1930,28.46,-0.011,1.090,-0.03
Tessin/Simplon,1931,28.72,0.439,1.104,1.36
Tessin/Simplon,1932,28.18,-1.042,1.070,-3.13
Tessin/Simplon,1933,28.48,0.529,1.088,1.66
Tessin/Simplon,1934,27.91,-1.096,1.052,-3.31
Tessin/Simplon,1935,28.04,0.207,1.058,0.65
Tessin/Simplon,1936,28.16,0.207,1.065,0.65
Tessin/Simplon,1937,28.37,0.378,1.078,1.18
Tessin/Simplon,1938,28.19,-0.368,1.066,-1.13
Tessin/Simplon,1939,28.20,0.007,1.066,0.02
Tessin/Simplon,1940,28.71,0.921,1.097,2.92
Tessin/Simplon,1941,28.91,0.344,1.109,1.07
Tessin/Simplon,1942,28.50,-0.783,1.082,-2.37
Tessin/Simplon,1943,28.14,-0.685,1.060,-2.09
Tessin/Simplon,1944,27.90,-0.458,1.045,-1.42
Tessin/Simplon,1945,27.91,-0.002,1.045,-0.01
Tessin/Simplon,1946,27.77,-0.283,1.035,-0.88
Tessin/Simplon,1947,26.35,-2.830,0.948,-8.47
Tessin/Simplon,1948,26.70,0.649,0.968,2.15
Tessin/Simplon,1949,26.00,-1.379,0.926,-4.36
Tessin/Simplon,1950,25.16,-1.670,0.877,-5.34
Tessin/Simplon,1951,25.23,0.140,0.881,0.48
Tessin/Simplon,1952,24.69,-1.065,0.850,-3.51
Tessin/Simplon,1953,24.64,-0.101,0.847,-0.34
Tessin/Simplon,1954,24.69,0.099,0.850,0.34
Tessin/Simplon,1955,24.74,0.074,0.852,0.25
